Model,admissible,chronological,contaminated,cost,share_of_signal_pct
CatBoost,0.6415070737680545,0.5872767481939334,0.9788347103511674,0.33732763658311293,70.44761569931383
LightGBM,0.6447262031871281,0.5580596579801287,0.9788459672470111,0.334119764059883,69.7760421750672
RandomForest,0.6430297996564855,0.5722483748140949,0.9787798083418116,0.335750008685326,70.12618386062483
XGBoost,0.6463516487210024,0.5662457925818805,0.9789228368406153,0.33257118811961295,69.44149715506092
