Model,admissible,chronological,contaminated,cost,share_of_signal_pct
CatBoost,0.6783160610211496,0.6515622170450139,0.8987564522222143,0.22044039120106473,55.28196220339032
LightGBM,0.6695312695446447,0.6560946814368939,0.8959616597576021,0.2264303902129574,57.18492804368294
RandomForest,0.6572646924365623,0.6331884974134326,0.8854279042913907,0.22816321185482846,59.19737759369202
XGBoost,0.6664213868359223,0.6384971727184084,0.8961897490361062,0.22976836220018382,57.99452478495203
