Config,Model,AUC,CI_low,CI_high,SE
contaminated_v1,XGBoost,0.8814005771062607,0.8743074160074485,0.8884275914977012,0.0035991103979078954
contaminated_v1,LightGBM,0.8795338019030908,0.8725819644335551,0.8866115077747507,0.003577057078782341
contaminated_v1,CatBoost,0.8736886412533356,0.8665272539643469,0.881216119327632,0.0036524817997075354
contaminated_v1,RandomForest,0.8720286586993652,0.8650525310065352,0.8789573185226836,0.0036045277507794943
leakfree,XGBoost,0.7859183698097155,0.776221709511141,0.7953033193787508,0.004784185123726331
leakfree,LightGBM,0.7825134899643141,0.7730009159614686,0.7918951911897698,0.0048990673495573085
leakfree,CatBoost,0.7700846900641516,0.7599609340074382,0.7796417497152854,0.004982033062957423
leakfree,RandomForest,0.7727004907591083,0.7628500678814769,0.7818988198977406,0.0049464927043525045
