TN,FP,FN,TP,Accuracy,Precision,Recall,Specificity,NPV,F1,BalancedAcc,MCC,AUC,AveragePrecision,Brier,LogLoss,Model,Threshold_rule,Threshold
4218,103,1751,176,0.7032650448143406,0.6308243727598566,0.09133367929423974,0.976162925248785,0.7066510303233372,0.15956482320942883,0.5337483022715124,0.15092529219751147,0.6532843007208133,0.46441549967989176,0.20372558130994117,0.6006058447648546,XGBoost,default_0.5,0.5
1224,3097,220,1707,0.4691101152368758,0.3553288925895087,0.8858329008822003,0.2832677620921083,0.8476454293628809,0.5072054672411231,0.5845503314871543,0.185264924928897,0.6532843007208133,0.46441549967989176,0.20372558130994117,0.6006058447648546,XGBoost,tuned_on_train,0.13
4201,120,1707,220,0.7075864276568502,0.6470588235294118,0.1141670991177997,0.9722286507752835,0.7110697359512526,0.1940891045434495,0.5431978749465416,0.17589993022870032,0.6456038244813258,0.455775836681705,0.20294712416862398,0.5966284685856702,LightGBM,default_0.5,0.5
1395,2926,289,1638,0.48543533930857874,0.3588957055214724,0.8500259470679813,0.3228419347373293,0.8283847980997625,0.5046988137421045,0.5864339409026553,0.1799299418230181,0.6456038244813258,0.455775836681705,0.20294712416862398,0.5966284685856702,LightGBM,tuned_on_train,0.16
4209,112,1713,214,0.7079065300896287,0.656441717791411,0.11105345096004152,0.9740800740569313,0.7107396149949341,0.18996893031513537,0.5425667625084865,0.1768033969711321,0.638660086443789,0.46191518426933365,0.2025089707663474,0.5976666540058695,CatBoost,default_0.5,0.5
1302,3019,338,1589,0.46270806658130603,0.3448350694444444,0.8245978204462896,0.30131913908817404,0.7939024390243903,0.4863045141545524,0.5629584797672318,0.1321718776434025,0.638660086443789,0.46191518426933365,0.2025089707663474,0.5976666540058695,CatBoost,tuned_on_train,0.21
4305,16,1873,54,0.697663252240717,0.7714285714285715,0.02802283341982356,0.9962971534367044,0.696827452249919,0.05408112168252378,0.512159993428264,0.1067144804670433,0.6310223048706628,0.4593684741598849,0.2035324010849705,0.5962259643071324,RandomForest,default_0.5,0.5
1289,3032,345,1582,0.4595070422535211,0.34286952752492417,0.820965230928905,0.2983105762554964,0.7888616891064871,0.48371808591958415,0.5596379035922008,0.12534890185037453,0.6310223048706628,0.4593684741598849,0.2035324010849705,0.5962259643071324,RandomForest,tuned_on_train,0.22
