policy,mean_s_per_solve,sd_s,solves,pct_vs_standard_nsga2,source
StandardNSGA2,4.477167649992043,0.5943568956273712,20,0.0,metrics_timing.csv
NSGA3,5.068311419995735,0.5759201841865286,20,13.203520980607959,metrics_timing.csv
PAA-NSGA-II,4.835936350002885,0.47159588443421585,20,8.013296084891513,metrics_timing.csv
PAA-noPriority,4.416509840014624,0.18191034286634827,20,-1.3548255218347056,metrics_timing.csv
PAA-noAdaptive,4.23405253001838,0.2859382458346811,20,-5.430109814496125,metrics_timing.csv
PAA-noSLAMut,4.425919905008049,0.2002818979506742,20,-1.1446465486742434,metrics_timing.csv
PAA-AdaptMut,4.21323645497323,0.258620246795134,20,-5.895048290614762,metrics_timing.csv
NSGA3-PrioInit,4.7128192000032865,0.25371239978640675,20,5.26340687759732,metrics_timing.csv
