Config,Model,FPR,TPR
contaminated_v1,LightGBM,0.12808048835631924,0.7570093457943925
contaminated_v1,LightGBM,0.13011530635315396,0.76148753894081
contaminated_v1,LightGBM,0.13226316979425728,0.7665498442367601
contaminated_v1,LightGBM,0.1344110332353606,0.7692757009345794
contaminated_v1,LightGBM,0.13633280578792675,0.7735591900311527
contaminated_v1,LightGBM,0.13802848745195567,0.7768691588785047
contaminated_v1,LightGBM,0.140741578114402,0.7792056074766355
contaminated_v1,LightGBM,0.14300248699977391,0.7827102803738317
contaminated_v1,LightGBM,0.14503730499660863,0.7858255451713395
contaminated_v1,LightGBM,0.14650689577210038,0.7899143302180686
contaminated_v1,LightGBM,0.1489938955460095,0.7934190031152648
contaminated_v1,LightGBM,0.15136784987565002,0.7957554517133957
contaminated_v1,LightGBM,0.15317657698394754,0.7990654205607477
contaminated_v1,LightGBM,0.15521139498078226,0.801791277258567
contaminated_v1,LightGBM,0.1569070766448112,0.8056853582554517
contaminated_v1,LightGBM,0.15871580375310876,0.8088006230529595
contaminated_v1,LightGBM,0.16131584897128645,0.8134735202492211
contaminated_v1,LightGBM,0.16357675785665837,0.8175623052959502
contaminated_v1,LightGBM,0.1662898485191047,0.8197040498442367
contaminated_v1,LightGBM,0.1687768482930138,0.823208722741433
contaminated_v1,LightGBM,0.17047252995704273,0.8276869158878505
contaminated_v1,LightGBM,0.1740899841736378,0.8311915887850467
contaminated_v1,LightGBM,0.1770291657246213,0.8341121495327103
contaminated_v1,LightGBM,0.1800813927198734,0.838006230529595
contaminated_v1,LightGBM,0.1823423016052453,0.8426791277258567
contaminated_v1,LightGBM,0.185507574044766,0.8465732087227414
contaminated_v1,LightGBM,0.18742934659733212,0.849493769470405
contaminated_v1,LightGBM,0.1909337553696586,0.8520249221183801
contaminated_v1,LightGBM,0.1940990278091793,0.8545560747663551
contaminated_v1,LightGBM,0.19749039113723718,0.856892523364486
contaminated_v1,LightGBM,0.20122089079810085,0.8594236760124611
contaminated_v1,LightGBM,0.2052905267917703,0.8621495327102804
contaminated_v1,LightGBM,0.20879493556409676,0.8646806853582555
contaminated_v1,LightGBM,0.21207325344788605,0.8674065420560748
contaminated_v1,LightGBM,0.2162559348858241,0.8709112149532711
contaminated_v1,LightGBM,0.22009947999095636,0.8740264797507789
contaminated_v1,LightGBM,0.22586479764865475,0.8763629283489096
contaminated_v1,LightGBM,0.22970834275378701,0.8786993769470405
contaminated_v1,LightGBM,0.23377797874745648,0.8818146417445483
contaminated_v1,LightGBM,0.23773456929685732,0.8841510903426791
contaminated_v1,LightGBM,0.24304770517748134,0.88648753894081
contaminated_v1,LightGBM,0.24779561383676238,0.8899922118380063
contaminated_v1,LightGBM,0.25107393172055165,0.8927180685358256
contaminated_v1,LightGBM,0.25446529504860954,0.8950545171339563
contaminated_v1,LightGBM,0.25729143115532443,0.8975856697819314
contaminated_v1,LightGBM,0.2621523852588741,0.8991433021806854
contaminated_v1,LightGBM,0.26836988469364687,0.902063862928349
contaminated_v1,LightGBM,0.27130906624463036,0.9049844236760125
contaminated_v1,LightGBM,0.275604793126837,0.9075155763239875
contaminated_v1,LightGBM,0.2810309744517296,0.910436137071651
contaminated_v1,LightGBM,0.2841962468912503,0.9131619937694704
contaminated_v1,LightGBM,0.2875876102193082,0.9156931464174455
contaminated_v1,LightGBM,0.29267465521139496,0.918613707165109
contaminated_v1,LightGBM,0.29651820031652726,0.9213395638629284
contaminated_v1,LightGBM,0.30205742708568845,0.9240654205607477
contaminated_v1,LightGBM,0.3100836536287588,0.9265965732087228
contaminated_v1,LightGBM,0.31550983495365137,0.9287383177570093
contaminated_v1,LightGBM,0.32138819805561836,0.9310747663551402
contaminated_v1,LightGBM,0.3283970156002713,0.9334112149532711
contaminated_v1,LightGBM,0.3371015148089532,0.9357476635514018
contaminated_v1,LightGBM,0.34422337779787476,0.9378894080996885
contaminated_v1,LightGBM,0.35202351345240784,0.9394470404984424
contaminated_v1,LightGBM,0.35835405833144923,0.9413940809968847
contaminated_v1,LightGBM,0.3642324214334162,0.9439252336448598
contaminated_v1,LightGBM,0.37271082975356096,0.9460669781931464
contaminated_v1,LightGBM,0.38062401085236264,0.9484034267912772
contaminated_v1,LightGBM,0.39091114628080487,0.9505451713395638
contaminated_v1,LightGBM,0.3985982364910694,0.9526869158878505
contaminated_v1,LightGBM,0.40605923581279674,0.9540498442367601
contaminated_v1,LightGBM,0.42007687090210266,0.9561915887850467
