Config,Model,Recall,Precision
contaminated_v1,RandomForest,0.8876557632398754,0.6665204678362573
contaminated_v1,RandomForest,0.8841510903426791,0.6714475824338312
contaminated_v1,RandomForest,0.8802570093457944,0.6762902019446522
contaminated_v1,RandomForest,0.8751947040498442,0.6803390343574997
contaminated_v1,RandomForest,0.8703271028037384,0.6845329249617151
contaminated_v1,RandomForest,0.865070093457944,0.6886236825790453
contaminated_v1,RandomForest,0.860202492211838,0.6931283338562911
contaminated_v1,RandomForest,0.8555295950155763,0.6977925996506272
contaminated_v1,RandomForest,0.8508566978193146,0.7026853191831485
contaminated_v1,RandomForest,0.8450155763239875,0.7067252890408728
contaminated_v1,RandomForest,0.8389797507788161,0.7105870712401056
contaminated_v1,RandomForest,0.8337227414330218,0.7153357834948213
contaminated_v1,RandomForest,0.8276869158878505,0.719532836831415
contaminated_v1,RandomForest,0.8228193146417445,0.7247470416738124
contaminated_v1,RandomForest,0.8165887850467289,0.7290109508082739
contaminated_v1,RandomForest,0.8117211838006231,0.7346255506607929
contaminated_v1,RandomForest,0.805101246105919,0.7387886367696981
contaminated_v1,RandomForest,0.798481308411215,0.7430693966298243
contaminated_v1,RandomForest,0.7916666666666666,0.7472891012681493
contaminated_v1,RandomForest,0.7842679127725857,0.7509321401938852
contaminated_v1,RandomForest,0.7768691588785047,0.7548240635641317
contaminated_v1,RandomForest,0.7690809968847352,0.7585942001152295
contaminated_v1,RandomForest,0.7624610591900312,0.7633528265107212
contaminated_v1,RandomForest,0.7564252336448598,0.7690023752969121
contaminated_v1,RandomForest,0.7472741433021807,0.7717675447416047
contaminated_v1,RandomForest,0.73851246105919,0.7747140522875817
contaminated_v1,RandomForest,0.7301401869158879,0.7783312577833126
contaminated_v1,RandomForest,0.7219626168224299,0.7822784810126582
contaminated_v1,RandomForest,0.7135903426791277,0.785974694402745
contaminated_v1,RandomForest,0.7048286604361371,0.7895310796074155
contaminated_v1,RandomForest,0.6958722741433022,0.792988684268915
contaminated_v1,RandomForest,0.6878894080996885,0.7975169300225734
contaminated_v1,RandomForest,0.6791277258566978,0.8014705882352942
contaminated_v1,RandomForest,0.6695872274143302,0.8046326626111371
contaminated_v1,RandomForest,0.6617990654205608,0.8098641887062187
contaminated_v1,RandomForest,0.6526479750778816,0.8137897547948532
contaminated_v1,RandomForest,0.6434968847352025,0.8178668646374659
