TN,FP,FN,TP,Accuracy,Precision,Recall,Specificity,NPV,F1,BalancedAcc,MCC,AUC,AveragePrecision,Brier,LogLoss,Config,Model,Num_Features,Train_AUC,Generalisation_gap
7278,1568,841,4295,0.8277070519239021,0.7325601228040253,0.8362538940809969,0.8227447433868416,0.8964158147555118,0.780980089099009,0.8294993187339192,0.6438123063842374,0.9049630955927773,0.8491209405026341,0.12306856896678582,0.3889483913706359,contaminated_v1,XGBoost,20,0.9375354697132879,0.03257237412051062
7243,1603,821,4315,0.8266342440280361,0.7291314633322068,0.8401479750778816,0.8187881528374407,0.8981894841269841,0.7807128641215849,0.8294680639576612,0.6429342393114016,0.9048313963295799,0.8498380712663753,0.12351721936841834,0.38945898168438414,contaminated_v1,LightGBM,20,0.9295796773073597,0.024748280977779813
7185,1661,865,4271,0.8193391503361465,0.7199932569116655,0.8315809968847352,0.8122315170698621,0.8925465838509317,0.771774485001807,0.8219062569772986,0.627981540157604,0.8989236603410521,0.8416617060534427,0.12808907839968753,0.4023970502659506,contaminated_v1,CatBoost,20,0.9120725517480192,0.013148891406967067
7286,1560,939,4197,0.8212702045487055,0.7290255341323606,0.8171728971962616,0.8236491069409902,0.8858358662613982,0.7705866152575048,0.8204110020686259,0.6277075074164445,0.8994460553126782,0.839188748260155,0.12683172055230907,0.40052634746017474,contaminated_v1,RandomForest,20,0.9448434415452979,0.045397386232619685
6598,2248,1341,3795,0.7433128307824346,0.627999338077114,0.7389018691588785,0.7458738412841962,0.8310870386698577,0.6789516056892387,0.7423878552215373,0.4717562129344459,0.8258146447379634,0.734595905664143,0.1694117152092434,0.5067338623862919,leakfree,XGBoost,17,0.8828940630565061,0.057079418318542685
6512,2334,1305,3831,0.7397368044628808,0.6214111922141119,0.7459112149532711,0.736151933077097,0.8330561596520404,0.6779930979559331,0.741031574015184,0.46806192145657644,0.8238909462748883,0.7299453242943208,0.17089798748943616,0.5106676745169447,leakfree,LightGBM,17,0.8648016973355498,0.04091075106066144
6364,2482,1278,3858,0.7310828207695609,0.6085173501577287,0.7511682242990654,0.7194212073253448,0.8327662915467156,0.6723597072150576,0.7352947158122051,0.45570101836055216,0.8166436239728184,0.7215030290790344,0.17497207900958692,0.5207945389572511,leakfree,CatBoost,17,0.8380339786834665,0.021390354710648096
6591,2255,1396,3740,0.738878558146188,0.6238532110091743,0.7281931464174455,0.7450825231743161,0.8252159759609365,0.6719971251459886,0.7366378347958809,0.46101357914524294,0.8212239013814082,0.7269733625866598,0.17074069202437553,0.5100112669951751,leakfree,RandomForest,17,0.899728212159553,0.07850431077814479
