Model,admissible,chronological,contaminated,cost,share_of_signal_pct
CatBoost,0.6130140909611639,0.6067486597287922,0.8239775461106655,0.21096345514950166,65.11669024045263
LightGBM,0.5981784855080765,0.5600756859035005,0.8226028181922327,0.22442433268415618,69.56676136363636
RandomForest,0.6032764348722649,0.5983916745506149,0.8299347004238744,0.2266582655516095,68.69791666666666
XGBoost,0.6045938824607631,0.5780510879848628,0.8152709359605912,0.21067705349982813,66.82412790697673
