batch,policy,run,f1_ftr,f2_breach,f3_workload_sd,f4_expertise,f5_delay_log,hypervolume,first_time_right,sla_breach_rate,workload_sd,expertise_match,delay_hours,capacity_violation,groups_used,max_group_load,matched_fraction,matched_real_breach_rate,front_size
1,NSGA3,21,0.6374969830302486,0.31072270313248884,1.2489995996796797,0.7180840124947937,1.4579784116425514,0.15575096521697968,0.6374969830302486,0.31072270313248884,1.2489995996796797,0.7180840124947937,38.85644097222222,0.0,21,6.0,0.075,0.0,24.0
1,NSGA3,22,0.601453140136203,0.31638561109568336,1.2000000000000002,0.7860719561379599,1.4287344064894671,0.1456077686423649,0.601453140136203,0.31638561109568336,1.2000000000000002,0.7860719561379599,56.63030208333333,0.0,23,6.0,0.1,0.0,17.0
1,NSGA3,23,0.6118329151202756,0.2935019482920317,1.077032961426901,0.7826133984449314,2.3451721528051146,0.14457376299275387,0.6118329151202756,0.2935019482920317,1.077032961426901,0.7826133984449314,180.686625,0.0,23,4.0,0.15,0.16666666666666666,25.0
1,NSGA3,24,0.635034797319731,0.33625417976685645,1.2649110640673518,0.7053986865785666,1.4478273411114793,0.14557697386109275,0.635034797319731,0.33625417976685645,1.2649110640673518,0.7053986865785666,57.91270138888889,0.0,22,5.0,0.075,0.0,17.0
1,NSGA3,25,0.6296783505048544,0.30268938128181805,1.2000000000000002,0.7579911565729758,1.9728414932980385,0.14133508454834176,0.6296783505048544,0.30268938128181805,1.2000000000000002,0.7579911565729758,112.16110416666668,0.0,21,6.0,0.15,0.16666666666666666,24.0
1,NSGA3,26,0.6227247283278933,0.28778231251166575,1.019803902718557,0.7129179206402754,2.204166906257045,0.13747301757878994,0.6227247283278933,0.28778231251166575,1.019803902718557,0.7129179206402754,163.81293402777777,0.0,23,3.0,0.075,0.0,21.0
1,NSGA3,27,0.6344878034532723,0.28821677249094774,1.0583005244258363,0.6794913195466535,2.179677435962224,0.1420266305403743,0.6344878034532723,0.28821677249094774,1.0583005244258363,0.6794913195466535,128.86745833333333,0.0,24,4.0,0.1,0.0,24.0
1,NSGA3,28,0.6169748826266482,0.29807679382450114,1.32664991614216,0.7751224310454932,1.7685776512456062,0.14745462745339893,0.6169748826266482,0.29807679382450114,1.32664991614216,0.7751224310454932,180.72189583333335,0.0,21,7.0,0.125,0.2,23.0
1,NSGA3,29,0.631103879241285,0.2822797001688074,1.2489995996796797,0.7101111088521419,2.167836017933952,0.14334622862418145,0.631103879241285,0.2822797001688074,1.2489995996796797,0.7101111088521419,147.06656597222224,0.0,22,6.0,0.125,0.0,26.0
1,PAA-NSGA-II,0,0.6193113826997595,0.277607198092875,1.3564659966250538,0.5963560134718567,2.0483366504939715,0.10398334593665631,0.6193113826997595,0.277607198092875,1.3564659966250538,0.5963560134718567,128.07150347222222,0.0,19,7.0,0.15,0.0,60.0
1,PAA-NSGA-II,1,0.6500479313693797,0.31079036578775454,1.4422205101855958,0.6951563895560988,2.713282317718968,0.09988258927551277,0.6500479313693797,0.31079036578775454,1.4422205101855958,0.6951563895560988,245.69911805555552,0.0,15,6.0,0.075,0.0,60.0
1,PAA-NSGA-II,2,0.6494525163865427,0.332812976098647,1.3564659966250538,0.68929706950023,2.468738340145305,0.09766224658275145,0.6494525163865427,0.332812976098647,1.3564659966250538,0.68929706950023,163.7446805555556,0.0,20,6.0,0.1,0.0,60.0
1,PAA-NSGA-II,3,0.5971970326322309,0.3192311326039752,1.7320508075688772,0.8354269303788261,1.9711804386687817,0.0986572215208537,0.5971970326322309,0.3192311326039752,1.7320508075688772,0.8354269303788261,95.8480590277778,0.0,16,10.0,0.175,0.14285714285714285,60.0
1,PAA-NSGA-II,4,0.6327627894124875,0.2972725554790948,1.4422205101855958,0.6629431845341738,2.2783111517886994,0.10684276956308927,0.6327627894124875,0.2972725554790948,1.4422205101855958,0.6629431845341738,148.0734513888889,0.0,18,7.0,0.1,0.0,60.0
1,PAA-NSGA-II,5,0.643624095934833,0.2925136863524407,1.4000000000000001,0.6593037360334699,2.856894924156883,0.10003959936302165,0.643624095934833,0.2925136863524407,1.4000000000000001,0.6593037360334699,306.56437152777767,0.0,16,5.0,0.15,0.16666666666666666,60.0
1,PAA-NSGA-II,6,0.6178883861546396,0.2930581879988591,1.32664991614216,0.7058596217878531,2.918762297154912,0.10247330478489895,0.6178883861546396,0.2930581879988591,1.32664991614216,0.7058596217878531,296.5415034722222,0.0,21,7.0,0.125,0.0,60.0
1,PAA-NSGA-II,7,0.641231668547405,0.3031342929155521,1.5874507866387546,0.7307842805147587,2.5570379766505984,0.11104804761056679,0.641231668547405,0.3031342929155521,1.5874507866387546,0.7307842805147587,227.0321493055555,0.0,17,8.0,0.1,0.0,60.0
1,PAA-NSGA-II,8,0.6401305283896672,0.29564665374412213,1.341640786499874,0.6900325603019706,2.6653833716521698,0.10336398703944466,0.6401305283896672,0.29564665374412213,1.341640786499874,0.6900325603019706,232.4585798611111,0.0,20,6.0,0.05,0.0,60.0
1,PAA-NSGA-II,9,0.6442824025249634,0.29827802650879925,1.4966629547095767,0.6859732068505927,2.4950070003545846,0.10062019972935762,0.6442824025249634,0.29827802650879925,1.4966629547095767,0.6859732068505927,148.37679166666666,0.0,17,6.0,0.075,0.0,60.0
1,PAA-NSGA-II,10,0.6474893890960887,0.29928165843251286,1.385640646055102,0.6790447784366712,2.4664983585692033,0.10738469108759519,0.6474893890960887,0.29928165843251286,1.385640646055102,0.6790447784366712,261.06615277777775,0.0,18,7.0,0.05,0.0,60.0
1,PAA-NSGA-II,11,0.5981156732502821,0.3199187433076229,1.3564659966250536,0.6709767783974551,1.950369961233718,0.10810946110898796,0.5981156732502821,0.3199187433076229,1.3564659966250536,0.6709767783974551,110.12048263888889,0.0,18,6.0,0.1,0.25,60.0
1,PAA-NSGA-II,12,0.6119244541235155,0.3077687729020753,1.3711309200802089,0.5779199006558253,2.1812494110709677,0.10442743386345416,0.6119244541235155,0.3077687729020753,1.3711309200802089,0.5779199006558253,205.34986458333327,0.0,19,6.0,0.075,0.0,60.0
1,PAA-NSGA-II,13,0.6293369292558657,0.301216683447392,1.61245154965971,0.7911724179581558,2.648202765933205,0.10500032227981464,0.6293369292558657,0.301216683447392,1.61245154965971,0.7911724179581558,182.46996180555556,0.0,15,8.0,0.1,0.25,60.0
1,PAA-NSGA-II,14,0.6315852282478244,0.3141221706948657,1.3856406460551018,0.6696399130197902,2.568181242044978,0.10778509257210757,0.6315852282478244,0.3141221706948657,1.3856406460551018,0.6696399130197902,196.30894791666668,0.0,19,7.0,0.1,0.0,60.0
1,PAA-NSGA-II,15,0.6492829510951064,0.28957108893789796,1.385640646055102,0.6867132540219618,3.129901228502557,0.09297498180881184,0.6492829510951064,0.28957108893789796,1.385640646055102,0.6867132540219618,411.45531597222214,0.0,18,6.0,0.1,0.0,60.0
1,PAA-NSGA-II,16,0.6448398636958615,0.3259077375895629,1.2489995996796797,0.6745540488318035,2.2200221214661457,0.10999250965701352,0.6448398636958615,0.3259077375895629,1.2489995996796797,0.6745540488318035,145.80910069444445,0.0,22,5.0,0.075,0.0,60.0
1,PAA-NSGA-II,17,0.6040219156913901,0.3028392168828688,1.42828568570857,0.5910108959065049,1.4360305297866376,0.1066932478046536,0.6040219156913901,0.3028392168828688,1.42828568570857,0.5910108959065049,117.80610763888883,0.0,17,6.0,0.1,0.25,60.0
1,PAA-NSGA-II,18,0.5751434043942051,0.32838098504252516,1.4832396974191326,0.5573949372092805,1.3140839601746408,0.10846175143378414,0.5751434043942051,0.32838098504252516,1.4832396974191326,0.5573949372092805,119.5609444444444,0.0,18,7.0,0.1,0.25,60.0
1,PAA-NSGA-II,19,0.6303112615306393,0.29274882507830013,1.50996688705415,0.7405358967873508,2.6418587895724626,0.10298963943640217,0.6303112615306393,0.29274882507830013,1.50996688705415,0.7405358967873508,246.09054166666664,0.0,18,9.0,0.075,0.0,60.0
1,PAA-NSGA-II,20,0.6313471732616109,0.29892615639578657,1.4832396974191329,0.7205148602001773,2.468229969477446,0.10572907954744815,0.6313471732616109,0.29892615639578657,1.4832396974191329,0.7205148602001773,181.71788541666666,0.0,16,7.0,0.125,0.4,60.0
1,PAA-NSGA-II,21,0.6240814562433001,0.29989497986114666,1.2961481396815722,0.6578926025348932,2.394151066196052,0.11089470070916921,0.6240814562433001,0.29989497986114666,1.2961481396815722,0.6578926025348932,230.5012569444445,0.0,20,5.0,0.15,0.0,60.0
1,PAA-NSGA-II,22,0.6261307705130997,0.2913947911933035,1.3564659966250538,0.704266172285205,2.434051577596887,0.11171447839764906,0.6261307705130997,0.2913947911933035,1.3564659966250538,0.704266172285205,287.31169444444436,0.0,21,8.0,0.05,0.0,60.0
1,PAA-NSGA-II,23,0.6005792301659572,0.31384523598038594,1.469693845669907,0.7669493504946704,2.3823757510634875,0.10628516693666794,0.6005792301659572,0.31384523598038594,1.469693845669907,0.7669493504946704,180.29155555555556,0.0,20,7.0,0.075,0.0,60.0
1,PAA-NSGA-II,24,0.5333406388705022,0.336388759080879,1.264911064067352,0.6183591750980947,1.7966531930049983,0.09560372068747476,0.5333406388705022,0.336388759080879,1.264911064067352,0.6183591750980947,76.89725000000001,0.0,21,6.0,0.1,0.5,60.0
1,PAA-NSGA-II,25,0.6166600178570297,0.30476707808287307,1.4422205101855958,0.7118838000233498,2.376918570773981,0.11327883533616005,0.6166600178570297,0.30476707808287307,1.4422205101855958,0.7118838000233498,261.29477083333325,0.0,20,9.0,0.125,0.0,60.0
1,PAA-NSGA-II,26,0.6478678111914397,0.30544774920647944,1.32664991614216,0.6905602284683561,2.7588411667352872,0.10964641463921461,0.6478678111914397,0.30544774920647944,1.32664991614216,0.6905602284683561,236.58327430555556,0.0,18,6.0,0.1,0.25,60.0
1,PAA-NSGA-II,27,0.5996074006605797,0.27849018438895207,1.523154621172782,0.659426873848696,1.702872731111939,0.11540949156066498,0.5996074006605797,0.27849018438895207,1.523154621172782,0.659426873848696,76.03792708333333,0.0,17,8.0,0.1,0.0,60.0
1,PAA-NSGA-II,28,0.6397558563292244,0.29174613738088234,1.5748015748023623,0.7155009933117344,2.3166237701107204,0.10124640178724546,0.6397558563292244,0.29174613738088234,1.5748015748023623,0.7155009933117344,227.1225972222222,0.0,19,9.0,0.125,0.2,60.0
1,PAA-NSGA-II,29,0.6147173927497213,0.2524677936916083,1.61245154965971,0.6813773662145977,2.195853906845507,0.10565780414854356,0.6147173927497213,0.2524677936916083,1.61245154965971,0.6813773662145977,224.14140972222216,0.0,15,8.0,0.125,0.2,60.0
1,PAA-noPriority,0,0.5618058666562937,0.2920361998741489,1.0954451150103321,0.563763292445872,2.9825362754443794,0.07154506708991222,0.5618058666562937,0.2920361998741489,1.0954451150103321,0.563763292445872,650.5533854166666,0.0,24,5.0,0.05,0.0,60.0
1,PAA-noPriority,1,0.5392842776140011,0.38118292347672333,1.2649110640673518,0.6440067670298448,1.7211805035299488,0.08643817748766754,0.5392842776140011,0.38118292347672333,1.2649110640673518,0.6440067670298448,60.145552083333335,0.0,21,6.0,0.125,0.4,60.0
1,PAA-noPriority,2,0.5017879086685003,0.33336322394335316,1.1832159566199234,0.674942517565607,2.1775824069365357,0.08972307597829154,0.5017879086685003,0.33336322394335316,1.1832159566199234,0.674942517565607,114.52035416666668,0.0,24,6.0,0.15,0.3333333333333333,60.0
1,PAA-noPriority,3,0.6211276811456881,0.330472625886996,1.0954451150103321,0.5241636075897365,2.4378222905972704,0.07112543514238862,0.6211276811456881,0.330472625886996,1.0954451150103321,0.5241636075897365,224.24124999999995,0.0,23,5.0,0.075,0.3333333333333333,60.0
1,PAA-noPriority,4,0.6096843903024342,0.2706186960183489,1.5362291495737217,0.5785046208354435,2.100695345391024,0.08251002998402424,0.6096843903024342,0.2706186960183489,1.5362291495737217,0.5785046208354435,225.15840624999993,0.0,20,9.0,0.15,0.5,60.0
1,PAA-noPriority,5,0.6237721165469999,0.317552655060268,1.2000000000000002,0.6308049424281214,3.6346329409403424,0.07775237011482496,0.6237721165469999,0.317552655060268,1.2000000000000002,0.6308049424281214,415.8226527777777,0.0,21,4.0,0.075,0.3333333333333333,60.0
1,PAA-noPriority,6,0.5923445566434544,0.2984437511008057,1.216552506059644,0.7087115867913931,3.1025945333071254,0.09013881204574302,0.5923445566434544,0.2984437511008057,1.216552506059644,0.7087115867913931,403.2948506944444,0.0,23,6.0,0.075,0.0,60.0
1,PAA-noPriority,7,0.6163378062640563,0.2972407046589403,1.4000000000000001,0.5122970067250792,1.4470043299881403,0.0942952524624531,0.6163378062640563,0.2972407046589403,1.4000000000000001,0.5122970067250792,136.06304513888884,0.0,21,7.0,0.05,0.0,60.0
1,PAA-noPriority,8,0.5702255746605651,0.2751308821864873,1.42828568570857,0.6111397512561254,2.1372211757258355,0.09123541429568363,0.5702255746605651,0.2751308821864873,1.42828568570857,0.6111397512561254,253.49897569444437,0.0,19,7.0,0.125,0.0,60.0
1,PAA-noPriority,9,0.6327035912971081,0.3234050775836851,0.9797958971132713,0.5336360772851076,3.1788845940317043,0.07956104206465599,0.6327035912971081,0.3234050775836851,0.9797958971132713,0.5336360772851076,273.26229861111113,0.0,24,4.0,0.05,0.0,60.0
1,PAA-noPriority,10,0.595582745013137,0.33259488457522535,1.1489125293076057,0.6837486612273881,2.740089197217966,0.09160978685286003,0.595582745013137,0.33259488457522535,1.1489125293076057,0.6837486612273881,184.00815277777775,0.0,22,5.0,0.1,0.25,60.0
1,PAA-noPriority,11,0.6085360931548863,0.299292838010934,1.2000000000000002,0.636444420988517,3.42373593857216,0.07462618907914588,0.6085360931548863,0.299292838010934,1.2000000000000002,0.636444420988517,527.633298611111,0.0,23,6.0,0.075,0.3333333333333333,60.0
1,PAA-noPriority,12,0.582272020767257,0.309117102210034,1.2165525060596438,0.5673321282142588,1.6863022530784277,0.09106664838076561,0.582272020767257,0.309117102210034,1.2165525060596438,0.5673321282142588,57.97927777777778,0.0,22,6.0,0.075,0.0,60.0
1,PAA-noPriority,13,0.5984838172284141,0.30089507547358546,1.3114877048604001,0.5100207684366913,1.8873923005002902,0.079289583207897,0.5984838172284141,0.30089507547358546,1.3114877048604001,0.5100207684366913,93.29479513888887,0.0,19,6.0,0.075,0.3333333333333333,60.0
1,PAA-noPriority,14,0.5926380510937409,0.3512503775965737,1.1489125293076057,0.7615876616311119,2.930343397524056,0.08505863354031443,0.5926380510937409,0.3512503775965737,1.1489125293076057,0.7615876616311119,308.0311250000001,0.0,21,4.0,0.125,0.0,60.0
1,PAA-noPriority,15,0.5757306861091649,0.29966190474632776,1.32664991614216,0.46525643122608606,2.671403451924266,0.06172258618327547,0.5757306861091649,0.29966190474632776,1.32664991614216,0.46525643122608606,324.26669097222214,0.0,18,6.0,0.1,0.5,60.0
1,PAA-noPriority,16,0.5752644480526797,0.36017092624772956,1.0392304845413265,0.7188078618756937,2.4986582514614786,0.089233498807987,0.5752644480526797,0.36017092624772956,1.0392304845413265,0.7188078618756937,262.6641041666667,0.0,24,4.0,0.125,0.2,60.0
1,PAA-noPriority,17,0.6353150470680617,0.31204868897797516,1.2328828005937953,0.6230894547613713,2.9226345374403158,0.08785814413606532,0.6353150470680617,0.31204868897797516,1.2328828005937953,0.6230894547613713,201.58135763888887,0.0,20,5.0,0.075,0.0,60.0
1,PAA-noPriority,18,0.5428692616115219,0.3186265482753595,1.0954451150103324,0.6106900124029188,2.276741577898364,0.0872860341187511,0.5428692616115219,0.3186265482753595,1.0954451150103324,0.6106900124029188,219.3390138888889,0.0,23,4.0,0.125,0.0,60.0
1,PAA-noPriority,19,0.6085069151415384,0.28464203270253174,1.3416407864998738,0.623040823425536,2.0558602052515402,0.08638143597271573,0.6085069151415384,0.28464203270253174,1.3416407864998738,0.623040823425536,129.07642708333333,0.0,20,7.0,0.1,0.0,60.0
1,PAA-noPriority,20,0.5981931581584791,0.3359563848992626,1.1661903789690602,0.5889877765118041,2.058207951021143,0.08696712636381494,0.5981931581584791,0.3359563848992626,1.1661903789690602,0.5889877765118041,77.27496180555555,0.0,19,4.0,0.075,0.0,60.0
1,PAA-noPriority,21,0.5809166070979138,0.36134993587146735,1.0392304845413265,0.7940662903431435,2.4009859184617164,0.10079244881756799,0.5809166070979138,0.36134993587146735,1.0392304845413265,0.7940662903431435,236.3203229166667,0.0,26,4.0,0.125,0.4,60.0
1,PAA-noPriority,22,0.6345949201814767,0.3071459492028706,1.3114877048604001,0.594711211483442,2.6924787788218065,0.08523455202115951,0.6345949201814767,0.3071459492028706,1.3114877048604001,0.594711211483442,183.54352083333333,0.0,19,6.0,0.05,0.0,60.0
1,PAA-noPriority,23,0.6026041689390433,0.3309028966185918,1.1661903789690602,0.6674639378963981,3.158476323284594,0.07693528443646216,0.6026041689390433,0.3309028966185918,1.1661903789690602,0.6674639378963981,354.6041041666666,0.0,26,6.0,0.1,0.0,60.0
1,PAA-noPriority,24,0.6193009925018147,0.30132193920594474,1.4282856857085702,0.537795809764092,2.500586773796731,0.06562471325470241,0.6193009925018147,0.30132193920594474,1.4282856857085702,0.537795809764092,253.8186770833332,0.0,18,6.0,0.1,0.25,60.0
1,PAA-noPriority,25,0.5653667272283738,0.2889495065602362,1.3416407864998738,0.47964543584425473,1.7730082106491978,0.07947624998737007,0.5653667272283738,0.2889495065602362,1.3416407864998738,0.47964543584425473,190.1706319444444,0.0,22,6.0,0.1,0.0,60.0
1,PAA-noPriority,26,0.5788653452346146,0.27327599443550576,1.469693845669907,0.5399994805269863,2.3148081949117443,0.06976094301708911,0.5788653452346146,0.27327599443550576,1.469693845669907,0.5399994805269863,164.6448159722222,0.0,17,6.0,0.075,0.0,60.0
1,PAA-noPriority,27,0.5968910185016615,0.33998723078050075,0.8246211251235321,0.6492888808288955,3.352045299509669,0.09189874511745857,0.5968910185016615,0.33998723078050075,0.8246211251235321,0.6492888808288955,433.40266319444436,0.0,28,3.0,0.05,0.0,60.0
1,PAA-noPriority,28,0.6382214461713686,0.31691784802427925,1.4422205101855958,0.6306067212387383,1.9253371593539448,0.0924215541150531,0.6382214461713686,0.31691784802427925,1.4422205101855958,0.6306067212387383,57.86116666666665,0.0,18,6.0,0.075,0.0,60.0
1,PAA-noPriority,29,0.6256926379279563,0.2966408553645684,1.2489995996796799,0.6964700648199147,2.459698535125311,0.10759418268234919,0.6256926379279563,0.2966408553645684,1.2489995996796799,0.6964700648199147,182.23350347222222,0.0,21,6.0,0.125,0.0,60.0
1,PAA-noAdaptive,0,0.608328934764537,0.3199049849016481,1.4966629547095767,0.773336017208422,3.253077232233732,0.08996384943825994,0.608328934764537,0.3199049849016481,1.4966629547095767,0.773336017208422,415.1305347222222,0.0,16,7.0,0.125,0.4,60.0
1,PAA-noAdaptive,1,0.5703142297810924,0.28288630055859987,1.2961481396815722,0.6451609396207404,2.8836749825784187,0.09695220225821069,0.5703142297810924,0.28288630055859987,1.2961481396815722,0.6451609396207404,410.3894444444444,0.0,20,7.0,0.075,0.0,60.0
1,PAA-noAdaptive,2,0.6459928943156505,0.3102509969509799,1.6,0.7626293206877552,2.4814578883779035,0.10164272951355613,0.6459928943156505,0.3102509969509799,1.6,0.7626293206877552,198.80636111111113,0.0,17,9.0,0.1,0.0,60.0
1,PAA-noAdaptive,3,0.5564184223086965,0.34562906555439293,1.2489995996796797,0.6667960106768003,1.496444212932545,0.11127867651053924,0.5564184223086965,0.34562906555439293,1.2489995996796797,0.6667960106768003,57.71897222222223,0.0,20,6.0,0.1,0.25,60.0
1,PAA-noAdaptive,4,0.6396181259028977,0.32218128138278157,1.3711309200802089,0.7918069501938482,2.859077860973348,0.10645169507244737,0.6396181259028977,0.32218128138278157,1.3711309200802089,0.7918069501938482,278.99706249999997,0.0,19,7.0,0.075,0.0,60.0
1,PAA-noAdaptive,5,0.6351975354120967,0.3108376428712523,1.3114877048604001,0.7066467077822368,2.5385199220751824,0.1038281139393672,0.6351975354120967,0.3108376428712523,1.3114877048604001,0.7066467077822368,215.27200347222225,0.0,22,7.0,0.1,0.0,60.0
1,PAA-noAdaptive,6,0.5667970325018535,0.31754677480500815,1.32664991614216,0.6150556653645358,1.835506028287226,0.08937737187596989,0.5667970325018535,0.31754677480500815,1.32664991614216,0.6150556653645358,110.53561458333334,0.0,23,8.0,0.1,0.0,60.0
1,PAA-noAdaptive,7,0.6380758700449111,0.3321976211973745,1.3416407864998738,0.7253491527145799,2.769271154407526,0.09803997776801679,0.6380758700449111,0.3321976211973745,1.3416407864998738,0.7253491527145799,182.92014930555558,0.0,19,6.0,0.1,0.0,60.0
1,PAA-noAdaptive,8,0.618460938755785,0.2781189533876147,1.4966629547095767,0.7682013435992147,2.5242839453332424,0.11305013850552237,0.618460938755785,0.2781189533876147,1.4966629547095767,0.7682013435992147,261.28954166666665,0.0,18,8.0,0.15,0.3333333333333333,60.0
1,PAA-noAdaptive,9,0.643211673823488,0.28765287132528644,1.5099668870541503,0.6850060624570784,3.041730321744695,0.08813784755015153,0.643211673823488,0.28765287132528644,1.5099668870541503,0.6850060624570784,359.1396666666666,0.0,19,8.0,0.1,0.0,60.0
1,PAA-noAdaptive,10,0.640619503416571,0.30355087313737183,1.2806248474865698,0.7790467966605057,3.024462122373136,0.11022895008267482,0.640619503416571,0.30355087313737183,1.2806248474865698,0.7790467966605057,349.90312152777767,0.0,19,5.0,0.075,0.0,60.0
1,PAA-noAdaptive,11,0.5389034637502271,0.31821476010040106,1.4832396974191326,0.6848844755924827,1.968116063796085,0.09516629233718935,0.5389034637502271,0.31821476010040106,1.4832396974191326,0.6848844755924827,129.46389583333334,0.0,22,9.0,0.125,0.0,60.0
1,PAA-noAdaptive,12,0.6381215260944642,0.325119464840693,1.6248076809271919,0.7607736378265149,2.3743355071538774,0.09256423176304147,0.6381215260944642,0.325119464840693,1.6248076809271919,0.7607736378265149,164.49822222222224,0.0,18,10.0,0.125,0.2,60.0
1,PAA-noAdaptive,13,0.6190015790307488,0.3077025305562876,1.385640646055102,0.7804378488175824,3.0362047474767393,0.10076971485774375,0.6190015790307488,0.3077025305562876,1.385640646055102,0.7804378488175824,386.3051423611111,0.0,19,6.0,0.125,0.4,60.0
1,PAA-noAdaptive,14,0.6111281649985087,0.30112120718709934,1.3114877048604001,0.6991300497473856,2.605805210708972,0.10616764738874315,0.6111281649985087,0.30112120718709934,1.3114877048604001,0.6991300497473856,244.76020486111105,0.0,20,7.0,0.1,0.0,60.0
1,PAA-noAdaptive,15,0.6329890526583295,0.2918984309668248,1.2165525060596443,0.7329802205111993,3.168805458079614,0.10558747964366404,0.6329890526583295,0.2918984309668248,1.2165525060596443,0.7329802205111993,500.2019131944444,0.0,22,6.0,0.075,0.0,60.0
1,PAA-noAdaptive,16,0.6352658066051812,0.3014715541266587,1.523154621172782,0.7369422238363386,1.9299683035288844,0.11751055387777253,0.6352658066051812,0.3014715541266587,1.523154621172782,0.7369422238363386,126.19865972222222,0.0,16,7.0,0.1,0.0,60.0
1,PAA-noAdaptive,17,0.6368577606957624,0.30532019079929407,1.3564659966250536,0.6415865271657358,2.2987145203334625,0.12267989378856486,0.6368577606957624,0.30532019079929407,1.3564659966250536,0.6415865271657358,128.9556875,0.0,22,8.0,0.05,0.0,60.0
1,PAA-noAdaptive,18,0.6478319043834667,0.3126589625088848,1.2489995996796799,0.7001463346038671,2.9298677410424236,0.09681878231587795,0.6478319043834667,0.3126589625088848,1.2489995996796799,0.7001463346038671,262.35958333333326,0.0,21,5.0,0.075,0.0,60.0
1,PAA-noAdaptive,19,0.611912917976371,0.31024093586218976,1.5231546211727816,0.7931187620176121,2.5066029765999867,0.109420132427796,0.611912917976371,0.31024093586218976,1.5231546211727816,0.7931187620176121,261.8943958333333,0.0,18,9.0,0.075,0.3333333333333333,60.0
1,PAA-noAdaptive,20,0.6349043173039296,0.3102686395868612,1.469693845669907,0.7532954113511698,1.9523788717908477,0.11692549697587472,0.6349043173039296,0.3102686395868612,1.469693845669907,0.7532954113511698,110.8020625,0.0,17,8.0,0.1,0.25,60.0
1,PAA-noAdaptive,21,0.6382707675134727,0.28862188273363804,1.5099668870541503,0.7046251970467108,2.559386803179173,0.11280114014784058,0.6382707675134727,0.28862188273363804,1.5099668870541503,0.7046251970467108,166.23292013888891,0.0,15,7.0,0.075,0.0,60.0
1,PAA-noAdaptive,22,0.641179712008895,0.33679943673741813,1.2961481396815722,0.6200815940237916,2.3997924186466024,0.10079114418344767,0.641179712008895,0.33679943673741813,1.2961481396815722,0.6200815940237916,190.60840624999994,0.0,20,7.0,0.075,0.0,60.0
1,PAA-noAdaptive,23,0.644914651118091,0.3027009213528259,1.3564659966250538,0.7300021771602578,2.6956691446839542,0.10781415007233382,0.644914651118091,0.3027009213528259,1.3564659966250538,0.7300021771602578,322.1652881944443,0.0,19,7.0,0.1,0.0,60.0
1,PAA-noAdaptive,24,0.6333899297138519,0.3081110540610867,1.708800749063506,0.7794833548873407,1.9398843457612571,0.1008347143251699,0.6333899297138519,0.3081110540610867,1.708800749063506,0.7794833548873407,126.66578819444445,0.0,20,11.0,0.1,0.0,60.0
1,PAA-noAdaptive,25,0.6287175401541155,0.2753193743447048,1.296148139681572,0.6399331925359042,2.5664054114811012,0.11001632181374496,0.6287175401541155,0.2753193743447048,1.296148139681572,0.6399331925359042,261.66110416666663,0.0,20,6.0,0.1,0.0,60.0
1,PAA-noAdaptive,26,0.5576299814069743,0.3432389311948782,1.2489995996796797,0.7049075464942842,1.9720675462186492,0.10238061426290082,0.5576299814069743,0.3432389311948782,1.2489995996796797,0.7049075464942842,128.98332638888888,0.0,19,6.0,0.075,0.0,60.0
1,PAA-noAdaptive,27,0.6168342191958873,0.31394446344531374,1.5748015748023623,0.8589824888614889,2.928420126494879,0.10108816559661722,0.6168342191958873,0.31394446344531374,1.5748015748023623,0.8589824888614889,288.1188368055556,0.0,19,9.0,0.125,0.2,60.0
1,PAA-noAdaptive,28,0.6228472238244814,0.3107325965337925,1.6248076809271919,0.8442357980926396,2.2253055883853854,0.10745900797138838,0.6228472238244814,0.3107325965337925,1.6248076809271919,0.8442357980926396,163.71003819444445,0.0,17,9.0,0.1,0.0,60.0
1,PAA-noAdaptive,29,0.6453060334214556,0.306158116519509,1.216552506059644,0.7480134194194046,2.766837814006369,0.1236858356617789,0.6453060334214556,0.306158116519509,1.216552506059644,0.7480134194194046,342.63947222222214,0.0,22,6.0,0.075,0.0,60.0
1,PAA-noSLAMut,0,0.5766187073143694,0.35801101775460553,1.3564659966250538,0.779109723101503,1.912575198113051,0.10624321714798528,0.5766187073143694,0.35801101775460553,1.3564659966250538,0.779109723101503,198.8315729166667,0.0,21,7.0,0.1,0.25,60.0
1,PAA-noSLAMut,1,0.6463096673977564,0.32197325564334306,1.2489995996796797,0.7053031450732045,2.5141869553774727,0.10768609442057471,0.6463096673977564,0.32197325564334306,1.2489995996796797,0.7053031450732045,225.82809374999994,0.0,21,6.0,0.075,0.0,60.0
1,PAA-noSLAMut,2,0.6462360768366588,0.30186825820528573,1.371130920080209,0.6688811588136392,2.8357710483233793,0.10227193163551067,0.6462360768366588,0.30186825820528573,1.371130920080209,0.6688811588136392,341.65934374999995,0.0,19,7.0,0.1,0.0,60.0
1,PAA-noSLAMut,3,0.645513516509977,0.3126244650009753,1.42828568570857,0.7352954027592038,2.643355762318298,0.10891852441984778,0.645513516509977,0.3126244650009753,1.42828568570857,0.7352954027592038,244.31372569444437,0.0,18,8.0,0.075,0.0,60.0
1,PAA-noSLAMut,4,0.6477956098267126,0.32419304195596166,1.523154621172782,0.6757299947184904,2.117920539489327,0.09904830914329217,0.6477956098267126,0.32419304195596166,1.523154621172782,0.6757299947184904,94.16228472222221,0.0,16,6.0,0.075,0.0,60.0
